,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
BULM,0.007651143,0.000464369,0.007402051,0.003639654,0.003766873,0.043572725,0.004007453,0.009441384,0.01022075,0.005931052,0.004143327,0.007030894,0.003879607,0.002532523,0.004098167,0.006287781,0.010252651,0.008619883,0.00583109,0.00737102,0.000577707,0.038319823,0.010916251,0.020035394,0.006519474,0.007158471,0.009046527,0.006156295,0.004447159,0.000386236,0.112870584,1,0.012630646,0.006244412,0.085359176,0.010184646,0.015275763,0.005269276,0.00452016,0.000491464,0.00315812,0.007066115,0.007462361,0.005237288,0.008550192,0.009947627,0.025910879,0.034476103,0.00630072,0.004183015,0.004657716,0.00557051,0.007471653,0.00053706,0.028592248,0.015912539,0.00441267,0.000447268,0.011097389,0.018302875,0.009198343,0.002118542,0.007497283,0.002581343,0.00603589,0.005648876,0.007965638,0.016430571,0.0018034,0.0067784,0.004779989,0.004339087,0.005876781,0.009900518,0.00623247,0.002892522,0.005592863,0.005121575,0.010694299,0.014267217,0.011214089,0.001882291,0.347896371,0.016828617,0.005297147,0.00750313,0.004591269,0.004351636,0.024478218,0.00343451,0.004161859,0.009712578,0.012215623,0.009112043,0.005426652,0.013786879,0.006883509,0.005577327,0.001390032,0.006144763,0.00235466,0.00298456,0.008084793,0.006122219,0.016668244,0.012346244,0.001088775,0.00046238,0.005545222,0.008738805,0.011572919,0.003430996,0.0029072,0.00649972,0.006684844,0.00297792,0.004957579,0.005099342,0.005445658,0.006109485,0.018624106,0.02193333,0.005658629,0.001129542,0.000567716,0.004409937,0.005577475,0.002589646,0.004244011,0.004537266,0.010076784,0.008522345,0.003550201,0.012141996
BULT,0.004339254,0.000433136,0.008315664,0.000416584,0.000479533,0.097154476,0.000830394,0.006442664,0.003498033,0.005538031,0.005455888,0.009884249,0.006010059,0.003965853,0.003341383,0.005471151,0.00652214,0.003897981,0.003581676,0.00807843,0.000530148,0.030940946,0.004019419,0.01018969,0.002060974,0.001362313,0.003437098,0.002670672,0.003683114,0.000364382,0.029896,0.012630646,1,0.007765943,0.014646283,0.003810105,0.008576756,0.005862637,0.001042898,0.000456616,0.006952346,0.006415955,0.004309224,0.006638517,0.003552352,0.006597055,0.009586363,0.011163598,0.001671409,0.006090828,0.016561391,0.006191492,0.003513705,0.001128329,0.02111517,0.002853023,0.005808978,0.002865445,0.030339896,0.012130263,0.006649166,0.004113114,0.008748835,0.000506365,0.004367849,0.001842312,0.004794779,0.003520931,0.000450038,0.002852582,0.006947112,0.000517531,0.00660893,0.003820489,0.004126329,0.003512197,0.004321106,0.002183258,0.004115687,0.00583399,0.002679532,0.001914705,0.01280272,0.899244386,0.004772806,0.00376244,0.000798907,0.002743498,0.005032254,0.003136343,0.001506193,0.006962792,0.005131928,0.002695128,0.004199571,0.016609454,0.002333641,0.005075676,0.00180484,0.004173556,0.002618081,0.001687526,0.000706603,0.004543143,0.006831841,0.005928853,0.000931317,0.00146396,0.007558124,0.012393549,0.00304072,0.000469721,0.001396467,0.013652654,0.00639647,0.000947572,0.004700143,0.003279772,0.004026055,0.005166298,0.102633886,0.004392933,0.000846642,0.000960985,0.000521723,0.004042184,0.003293673,0.002513245,0.00201048,0.00045243,0.011938749,0.013528093,0.002681619,0.008536256
CAIR,0.004887512,0.000561557,0.012960833,0.000534047,0.00186279,0.024697904,0.001478707,0.013159,0.01772462,0.019348067,0.009004319,0.01180505,0.015233505,0.004267095,0.013380046,0.008863654,0.011059269,0.00312392,0.033762817,0.015024843,0.002469936,0.015368468,0.00704258,0.007841049,0.002484223,0.004889621,0.01153088,0.005468052,0.008301866,0.000451184,0.004146801,0.006244412,0.007765943,1,0.010551727,0.022095953,0.008657403,0.007070295,0.004721524,0.00060167,0.005735213,0.009457883,0.012124817,0.01211158,0.01239593,0.012215435,0.007820666,0.011481374,0.005802977,0.004073543,0.01330799,0.008147871,0.011710504,0.001730806,0.008862164,0.004566851,0.004802191,0.001461491,0.023387702,0.008364889,0.01058175,0.002551089,0.009604749,0.004478212,0.007047176,0.003512995,0.007747267,0.006339781,0.0005903,0.00914993,0.006888338,0.007237693,0.007800416,0.00542324,0.008909527,0.006972525,0.014120984,0.005468822,0.005479595,0.008447561,0.00365367,0.006344473,0.004718918,0.006717424,0.009655447,0.009367415,0.008830458,0.00565558,0.006985658,0.048805148,0.074763118,0.009385282,0.011077407,0.006406883,0.011147109,0.032127904,0.010848043,0.020367583,0.00264855,0.013935818,0.004858571,0.012347533,0.007571749,0.012935768,0.006959217,0.005328727,0.001832281,0.002004738,0.2161101,0.015435433,0.00093405,0.001642262,0.004885331,0.027064317,0.005371213,0.00189628,0.003989379,0.005131525,0.006208581,0.009524531,0.012506218,0.002867366,0.003429542,0.00195077,0.004364511,0.005663049,0.015939196,0.006749006,0.010227289,0.004350866,0.009075594,0.006455231,0.402532906,0.023986564
CANE,0.007097982,0.000831815,0.006894934,0.000622486,0.002983731,0.056620488,0.010332023,0.012341764,0.015150186,0.010490704,0.00441413,0.006557232,0.010386484,0.006877211,0.004721655,0.013301869,0.030389732,0.014555824,0.010473856,0.008743429,0.003472298,0.03413575,0.011683073,0.144047934,0.008319608,0.012879142,0.014131927,0.008562022,0.011817794,0.000512726,0.046577414,0.085359176,0.014646283,0.010551727,1,0.011964686,0.010874303,0.020792588,0.003477634,0.000716328,0.006135329,0.003171801,0.00889153,0.009490679,0.018118042,0.013751207,0.033245959,0.036650595,0.003450863,0.011853495,0.00865579,0.008489877,0.012834658,0.002897866,0.027018172,0.009187612,0.005527166,0.002165696,0.017894901,0.013665889,0.01903458,0.004922951,0.008070567,0.044551844,0.020420423,0.005866018,0.016967538,0.03366868,0.000700271,0.006205929,0.004840405,0.009769259,0.008380891,0.008835303,0.008566555,0.007876311,0.00602331,0.007962569,0.010594716,0.021659958,0.015603816,0.005866365,0.068777998,0.013393702,0.009023491,0.014544519,0.004086915,0.011380219,0.020577937,0.002079408,0.003464783,0.009525753,0.011713923,0.003596424,0.013473965,0.032541644,0.008281922,0.009783622,0.00387735,0.024796969,0.01237558,0.0076226,0.016279659,0.013435362,0.018074567,0.01492524,0.003574828,0.002213561,0.009906401,0.008913041,0.011188168,0.002183088,0.003747292,0.021334093,0.00970868,0.016452963,0.0158891,0.01140702,0.006335889,0.017392182,0.03166515,0.036138935,0.004454996,0.004055411,0.002026795,0.008363763,0.018055878,0.010384521,0.009063399,0.010053782,0.010765575,0.007684001,0.00483766,0.022328253
CARD,0.006416928,0.000531562,0.007779108,0.000506847,0.004249069,0.021652945,0.001659051,0.021982653,0.054407263,0.007798652,0.006518113,0.008269842,0.006504734,0.007064784,0.052273086,0.008924962,0.016684766,0.006773277,0.089746709,0.008406548,0.003040377,0.013468334,0.008602036,0.004779894,0.005300241,0.005264208,0.011042701,0.008285612,0.007522821,0.000431615,0.011857134,0.010184646,0.003810105,0.022095953,0.011964686,1,0.009746633,0.012981374,0.003075487,0.000567367,0.009129431,0.082743719,0.00490024,0.007517522,0.00833684,0.005767589,0.007904505,0.004618299,0.005121444,0.005350165,0.009526472,0.00954993,0.007179993,0.00256165,0.011065368,0.006901316,0.008326767,0.002130066,0.016733834,0.00780681,0.009493108,0.003376644,0.012500424,0.007910577,0.007243668,0.002828649,0.008985681,0.009181443,0.001722816,0.011704031,0.0054085,0.00699628,0.008810013,0.005364577,0.006721935,0.010999715,0.076784113,0.004152732,0.006643498,0.01453252,0.00577781,0.002901794,0.006925189,0.005122231,0.007602429,0.007346992,0.004730643,0.007010359,0.010869961,0.005672269,0.007371966,0.024922441,0.026842126,0.007049938,0.00853291,0.024851163,0.004862373,0.209198127,0.008892579,0.028120673,0.006035896,0.005869797,0.010488006,0.010605467,0.007654034,0.007062574,0.00154738,0.003228997,0.014596397,0.012233241,0.000853904,0.001549577,0.00195392,0.012867276,0.008696131,0.001592777,0.010378161,0.007255134,0.066901668,0.009823706,0.008152614,0.002459575,0.008176318,0.001631044,0.002962487,0.005643597,0.010126916,0.007159162,0.007282661,0.003739689,0.016562418,0.01114594,0.01290404,0.017860033
CCRT,0.011672555,0.00049077,0.007327558,0.003322123,0.00773861,0.020338948,0.002734704,0.010417049,0.010778291,0.005231182,0.010834576,0.009635271,0.01168039,0.003638832,0.007897869,0.013203432,0.008808102,0.006034402,0.010315385,0.007865735,0.001714106,0.010858658,0.011703416,0.017271977,0.005008571,0.005660261,0.026720018,0.007725562,0.006075822,0.000404327,0.013706426,0.015275763,0.008576756,0.008657403,0.010874303,0.009746633,1,0.008171665,0.009831206,0.000521133,0.0069517,0.009221332,0.007302851,0.009216622,0.012463962,0.014690986,0.012554846,0.004738776,0.003714118,0.006400158,0.019991019,0.026175501,0.013737953,0.00201683,0.011135109,0.02368585,0.010648226,0.002928499,0.013061355,0.041118917,0.019902691,0.003014361,0.007760267,0.004617749,0.018518036,0.007209712,0.010411215,0.030884139,0.001667011,0.01277445,0.004511911,0.024464702,0.008147427,0.004954589,0.040021057,0.007478414,0.009940427,0.005145045,0.009036025,0.037387496,0.00938433,0.006408356,0.015813618,0.006411223,0.012160984,0.011975154,0.006471587,0.011619869,0.029677647,0.002640212,0.006642235,0.01526698,0.012233256,0.003868425,0.015078359,0.007665067,0.005184549,0.010782651,0.005777867,0.005256567,0.008853748,0.005147359,0.0070043,0.008280032,0.010972961,0.006895483,0.002686402,0.002858026,0.01054237,0.007519504,0.000753318,0.00174007,0.002677372,0.012996143,0.008694545,0.008393195,0.015696878,0.007512454,0.006088554,0.007028334,0.007821353,0.005134556,0.004200375,0.001299593,0.001823018,0.004876313,0.014260474,0.008917419,0.010647544,0.006930682,0.005107268,0.008531674,0.010008069,0.011273738
CHIH,0.011655824,0.000685894,0.006352505,0.000645292,0.004239099,0.03055413,0.007564796,0.011777579,0.009975137,0.010946213,0.008561325,0.010709393,0.004299896,0.006446576,0.004565858,0.031527351,0.024376739,0.005850635,0.008269062,0.014464808,0.003479441,0.012103628,0.008476831,0.005182167,0.001810274,0.010936489,0.019285028,0.007910459,0.017125464,0.0005281,0.00720072,0.005269276,0.005862637,0.007070295,0.020792588,0.012981374,0.008171665,1,0.00822176,0.000746697,0.006115684,0.003932875,0.006345848,0.129255774,0.022437181,0.008832368,0.010379006,0.003653213,0.00465887,0.00498278,0.014635292,0.009055622,0.011588474,0.003566926,0.014423062,0.005233426,0.006585076,0.004644325,0.007538624,0.008229574,0.015786279,0.005476035,0.01023619,0.006681025,0.018688472,0.003149883,0.009194686,0.018182746,0.001364059,0.007296241,0.003230325,0.0079439,0.011979795,0.005243253,0.011160625,0.01109597,0.011116844,0.016294717,0.011325488,0.011616815,0.00489032,0.022602781,0.00436364,0.005679052,0.014102685,0.021390624,0.007082066,0.013531694,0.008218076,0.007137656,0.00640194,0.009697037,0.00655484,0.003128758,0.025222988,0.012511089,0.011243069,0.004669563,0.010380151,0.030084464,0.010141752,0.013697762,0.021389943,0.013295674,0.005598705,0.004358865,0.004485162,0.002741631,0.005041351,0.00700773,0.001337263,0.003351835,0.016171373,0.026863343,0.01852679,0.027610935,0.01119748,0.019212575,0.007341172,0.009760954,0.008287581,0.005861549,0.00491097,0.005268488,0.010754425,0.010036332,0.041025125,0.009232143,0.013614019,0.006286509,0.008841676,0.005270241,0.004944259,0.016487234
CHIN,0.005634607,0.000332382,0.005575007,0.017974921,0.001662464,0.002282336,0.000525185,0.00223479,0.001784885,0.003260238,0.002087624,0.002426845,0.005593437,0.003771235,0.0020739,0.00591862,0.003856256,0.001352036,0.00256855,0.001213062,0.000386681,0.002515808,0.004337041,0.001278003,0.001376096,0.003680566,0.005117267,0.005789361,0.012566997,0.000290342,0.002507899,0.00452016,0.001042898,0.004721524,0.003477634,0.003075487,0.009831206,0.00822176,1,0.001843556,0.007815178,0.002503299,0.001852799,0.006354639,0.005971489,0.007426785,0.002290468,0.006352547,0.00223455,0.002075165,0.005131868,0.002553865,0.005446519,0.00371307,0.005749061,0.00157533,0.004200336,0.000323528,0.002295219,0.003291136,0.004813614,0.002241621,0.001827559,0.00310673,0.002895503,0.00302634,0.004442297,0.005938296,0.001192548,0.001490356,0.003956399,0.004374326,0.003772997,0.001565295,0.002760142,0.003488253,0.005344829,0.002613232,0.006730944,0.00358352,0.002723681,0.039290949,0.002383922,0.00090139,0.004337601,0.004385021,0.009334837,0.00169068,0.002932524,0.004935286,0.004475043,0.005293343,0.006076638,0.001431189,0.006555926,0.004527543,0.004530435,0.005446924,0.001989306,0.004782706,0.005107328,0.010920684,0.003540458,0.003475278,0.00297162,0.002123001,0.000563827,0.00259789,0.003137398,0.00372605,0.00180343,0.024236481,0.026609318,0.006616508,0.004208366,0.000569744,0.00214054,0.00565677,0.002979394,0.002792803,0.00208323,0.002705687,0.00234069,0.001288185,0.023220014,0.011169314,0.005060153,0.004472875,0.004042094,0.003856809,0.003452786,0.002056919,0.001541224,0.003761956
CHOW,0.000466327,0.000397252,0.000315665,0.005906359,0.004183679,0.001442906,0.000707814,0.000571059,0.006303486,0.000502534,0.000450035,0.000529838,0.000343031,0.000460426,0.000423181,0.000633543,0.000677554,0.00039654,0.000590026,0.000424647,0.000477368,0.000601569,0.000532074,0.000414392,0.000990559,0.000500096,0.000590244,0.00046512,0.000469,0.000338647,0.000532186,0.000491464,0.000456616,0.00060167,0.000716328,0.000567367,0.000521133,0.000746697,0.001843556,1,0.000387619,0.000386979,0.000454829,0.000558034,0.00066763,0.000539606,0.000574637,0.000408445,0.000368049,0.000390129,0.000548869,0.000538204,0.000521774,0.320892657,0.000582016,0.000435376,0.000334144,0.000384669,0.000514226,0.000493451,0.000642556,0.000415472,0.000582005,0.000457999,0.000657138,0.000324654,0.000561533,0.000679618,0.001702112,0.003004951,0.000317983,0.000467114,0.000490883,0.000389632,0.000493103,0.004292411,0.000544842,0.000585499,0.000613332,0.000616706,0.000440336,0.004250058,0.000495574,0.000489807,0.000512572,0.000629479,0.000371345,0.000629895,0.000535735,0.000380761,0.000414703,0.000518854,0.000513026,0.000413637,0.000629578,0.000726026,0.000523508,0.000487992,0.000397752,0.000632674,0.000506265,0.000351686,0.000615849,0.000628515,0.00053956,0.000409917,0.000779848,0.001541246,0.000425996,0.000448247,0.032832988,0.004066664,0.001343332,0.000714475,0.000569693,0.000791213,0.000524365,0.000542788,0.000417127,0.000513079,0.00057109,0.000451707,0.000379065,0.002668345,0.001340094,0.003649045,0.000678999,0.00055184,0.000567415,0.000413421,0.000406506,0.000466771,0.000435899,0.000624378
CKCS,0.025511603,0.000370566,0.011286742,0.001251469,0.000404009,0.005867791,0.000627321,0.005663035,0.005832976,0.01059648,0.003977746,0.008726481,0.004255095,0.002913522,0.005273214,0.011519261,0.00239347,0.002893913,0.002843619,0.008378209,0.002472956,0.006764201,0.006774669,0.005608727,0.005904678,0.004153424,0.010770757,0.002329737,0.048217764,0.00031906,0.004923378,0.00315812,0.006952346,0.005735213,0.006135329,0.009129431,0.0069517,0.006115684,0.007815178,0.000387619,1,0.00380857,0.010374004,0.007913946,0.010860246,0.016537699,0.003558531,0.010228956,0.000345028,0.006724376,0.042178535,0.009768268,0.029551676,0.001097857,0.005880512,0.009224416,0.024666165,0.00153265,0.008444254,0.010204368,0.0149583,0.002805089,0.000526461,0.001496447,0.008299322,0.003691252,0.013234872,0.004075639,0.000382868,0.00574082,0.004110166,0.015252952,0.005564853,0.004629703,0.012458407,0.007414223,0.00471073,0.005513634,0.002677125,0.017106581,0.004777221,0.005917885,0.003448085,0.006602344,0.022671096,0.009280516,0.005700778,0.004406415,0.004239818,0.009725453,0.007674002,0.008981813,0.004890584,0.004916549,0.017644164,0.009989197,0.008600388,0.003659966,0.002157499,0.011719733,0.009455172,0.007592553,0.006182157,0.003752699,0.005717261,0.002370528,0.000683256,0.000369298,0.011966568,0.009277375,0.000502912,0.002046124,0.004097934,0.015198823,0.007389659,0.001980078,0.005756536,0.014859695,0.003896454,0.012290866,0.004536122,0.003573329,0.010638372,0.00069909,0.002358693,0.005722672,0.007121573,0.0049848,0.013532017,0.004310404,0.003119589,0.003640225,0.00461337,0.014327679
COLL,0.002489683,0.000369981,0.00314173,0.000357836,0.003340016,0.011817369,0.000625647,0.029573345,0.129679691,0.003153856,0.002700226,0.004780852,0.005011499,0.005688155,0.099063784,0.003612816,0.015163153,0.002202364,0.076921705,0.002352723,0.00116516,0.0033573,0.002477928,0.001662539,0.001054257,0.002560293,0.005248284,0.007369644,0.003159045,0.000318627,0.004167357,0.007066115,0.006415955,0.009457883,0.003171801,0.082743719,0.009221332,0.003932875,0.002503299,0.000386979,0.00380857,1,0.000889593,0.002990274,0.003880932,0.004854357,0.004319278,0.004072203,0.002782652,0.002807065,0.003063053,0.002185831,0.001878626,0.002177167,0.003280815,0.002340135,0.001683227,0.001406149,0.003619691,0.003890866,0.002687924,0.000385736,0.003612691,0.008738173,0.002918703,0.00733987,0.001807295,0.004345363,0.001922523,0.010715664,0.003609269,0.001600173,0.006546666,0.002492688,0.003455128,0.008082234,0.035382843,0.000528126,0.001846882,0.007543348,0.002479986,0.00204465,0.005496942,0.003336507,0.002039235,0.002018493,0.006153853,0.004001104,0.005581426,0.002880616,0.00245476,0.054269735,0.030930496,0.003965961,0.002650649,0.0046706,0.002662816,0.078864271,0.000730233,0.004482417,0.004728842,0.003641707,0.004709916,0.003807669,0.011521788,0.003677531,0.000681271,0.003301766,0.006433724,0.009309705,0.000501836,0.00039635,0.002172983,0.004376554,0.001978741,0.003863074,0.003836457,0.002457168,0.390656114,0.003309312,0.005157259,0.003642961,0.004890704,0.000697012,0.000432746,0.004692839,0.002930894,0.016193306,0.002073137,0.001074724,0.002711696,0.00460602,0.007957234,0.005788293
COTO,0.010590189,0.000431527,0.007284583,0.000415096,0.003158262,0.015101802,0.001501308,0.003963805,0.004518411,0.005682855,0.004249091,0.008180173,0.00705694,0.008925969,0.004610914,0.015154931,0.017540282,0.002202879,0.001914672,0.004705556,0.001913022,0.020252482,0.011697533,0.002004181,0.018069661,0.006157427,0.003838136,0.006817063,0.010832975,0.004198174,0.003318287,0.007462361,0.004309224,0.012124817,0.00889153,0.00490024,0.007302851,0.006345848,0.001852799,0.000454829,0.010374004,0.000889593,1,0.0048364,0.009330423,0.005267215,0.006459037,0.004456292,0.003169619,0.00480371,0.029452993,0.007668295,0.012640725,0.003077524,0.016270213,0.004055198,0.003277352,0.000416721,0.006061562,0.006433213,0.005939445,0.000453113,0.004072007,0.011901681,0.013630085,0.003789991,0.006378115,0.017962307,0.000448302,0.005261797,0.003794085,0.004280355,0.009265133,0.001237467,0.00838974,0.006119777,0.004926263,0.015279401,0.007255447,0.009111847,0.006679032,0.014029625,0.005478443,0.004279406,0.00665824,0.010685465,0.010771078,0.003671939,0.00638445,0.006044852,0.003802163,0.005883591,0.006983024,0.004672829,0.015824906,0.010496782,0.0039551,0.003495472,0.004714478,0.012996484,0.007726622,0.0283991,0.011591333,0.008537113,0.00597186,0.009672,0.002418262,0.001801155,0.005454163,0.003971584,0.001929959,0.002813234,0.005353852,0.016317822,0.004959268,0.007583495,0.004313361,0.009173104,0.002070325,0.010991094,0.007701767,0.003983997,0.005091042,0.000953101,0.005109432,0.004618395,0.012851594,0.007999197,0.006131187,0.005175408,0.013835263,0.00468107,0.002929205,0.015839375
CRES,0.00889069,0.000523362,0.008393839,0.000499386,0.004137861,0.012079026,0.003246398,0.006808536,0.012609521,0.009737307,0.006007613,0.010948835,0.005121241,0.002558147,0.005840881,0.017584927,0.013249938,0.00508302,0.008231815,0.010121569,0.000671931,0.01213514,0.010237891,0.005872469,0.003891461,0.005061778,0.013919629,0.00411748,0.01759676,0.000426193,0.007838217,0.005237288,0.006638517,0.01211158,0.009490679,0.007517522,0.009216622,0.129255774,0.006354639,0.000558034,0.007913946,0.002990274,0.0048364,1,0.015034005,0.009631431,0.011442372,0.00612645,0.002392497,0.008758394,0.008869619,0.012446418,0.00989493,0.002531965,0.008342664,0.00597135,0.005738832,0.002910172,0.007579698,0.010034769,0.011787482,0.0038566,0.006024122,0.004520594,0.009209733,0.003072985,0.010768093,0.008467894,0.001337162,0.005194742,0.006762932,0.006646595,0.006291603,0.002750874,0.007055232,0.008393397,0.003068187,0.008724012,0.003658614,0.010066152,0.003946967,0.021224451,0.006001126,0.007716869,0.012089457,0.021575341,0.010484714,0.007287988,0.009075991,0.006257881,0.004375346,0.008595539,0.00732353,0.006875245,0.01821903,0.025189466,0.008358132,0.006147603,0.005417414,0.024710605,0.007837024,0.021491724,0.011493567,0.011396137,0.005477093,0.004580072,0.001479881,0.005334024,0.005459318,0.009563592,0.002597289,0.001500454,0.021138661,0.022069768,0.00861981,0.004311442,0.00668102,0.010640863,0.004785511,0.009470799,0.018166358,0.004559668,0.002526889,0.001556225,0.01044863,0.012290937,0.026525691,0.00843992,0.008811767,0.004971764,0.011565888,0.008971177,0.005758896,0.015805374
DACH,0.013964548,0.001312957,0.00577238,0.000585381,0.002081686,0.011659514,0.006915903,0.007921417,0.015451656,0.00650796,0.013930635,0.016175837,0.007675039,0.009148749,0.006481209,0.012988984,0.017911205,0.01342866,0.011684699,0.006184267,0.005225496,0.011531954,0.012305346,0.006363559,0.00674824,0.010511321,0.019632495,0.013555152,0.014653512,0.000487285,0.007966107,0.008550192,0.003552352,0.01239593,0.018118042,0.00833684,0.012463962,0.022437181,0.005971489,0.00066763,0.010860246,0.003880932,0.009330423,0.015034005,1,0.014676866,0.009781099,0.004461661,0.003523281,0.010638899,0.016336764,0.007882372,0.013075101,0.005967888,0.009654328,0.007302797,0.005451213,0.003658753,0.00954354,0.004787302,0.021604688,0.004425745,0.011278694,0.010737687,0.020594623,0.005757544,0.018093336,0.027965203,0.00065366,0.011434929,0.003650884,0.007712751,0.011686897,0.003953031,0.012359083,0.018627085,0.012686231,0.010652252,0.016634,0.015531713,0.007630352,0.017849809,0.009298797,0.006944854,0.018240205,0.019827591,0.006718411,0.008666879,0.008679168,0.005264879,0.005194701,0.006436204,0.008704775,0.014264594,0.020560839,0.020311233,0.012206425,0.00705203,0.008826044,0.02542586,0.013190853,0.012237304,0.030157248,0.018726345,0.013657404,0.00985687,0.002620813,0.006341016,0.006627872,0.007571024,0.001103266,0.002042554,0.005169461,0.023927685,0.023496787,0.007803274,0.021532789,0.019602286,0.005723219,0.014489505,0.010447713,0.009278759,0.017374177,0.00287017,0.004299277,0.007625656,0.023107403,0.011782357,0.018175888,0.009818276,0.006082837,0.0068952,0.005169627,0.013719494
DALM,0.019264793,0.002840968,0.01456034,0.001809248,0.002396928,0.014425744,0.001152834,0.005316156,0.010508681,0.012085175,0.009851831,0.01324398,0.006671225,0.005610743,0.005254519,0.00573871,0.007856272,0.007338432,0.00574215,0.00895736,0.00530938,0.015376441,0.012023076,0.013050309,0.003535215,0.008668944,0.024494288,0.008230247,0.008421512,0.000415359,0.015922426,0.009947627,0.006597055,0.012215435,0.013751207,0.005767589,0.014690986,0.008832368,0.007426785,0.000539606,0.016537699,0.004854357,0.005267215,0.009631431,0.014676866,1,0.010515425,0.00510006,0.004884624,0.006689564,0.012861846,0.017594823,0.01105677,0.00233365,0.015171981,0.008747182,0.009012168,0.001976231,0.01112678,0.011551759,0.022784032,0.004675575,0.00734563,0.004131827,0.022188703,0.004618424,0.015604774,0.019178001,0.003108386,0.002866177,0.007069034,0.017374889,0.019606864,0.002666323,0.017713827,0.006805409,0.009722248,0.004918883,0.008315205,0.021345894,0.00635908,0.007080252,0.010694166,0.005769389,0.018677423,0.009118385,0.009690116,0.006024824,0.008691034,0.003090107,0.00431561,0.013527119,0.006535412,0.004676186,0.01142949,0.009225951,0.011802671,0.008886649,0.008035958,0.011946742,0.012771353,0.005722802,0.007489434,0.007662715,0.011801018,0.005939717,0.0034802,0.002151476,0.006418525,0.011330714,0.002545559,0.001587159,0.003597629,0.016008296,0.00916558,0.005957634,0.017765791,0.015102151,0.002822434,0.009266962,0.014058853,0.004812941,0.004708726,0.0014209,0.006819167,0.008616349,0.010632693,0.006987548,0.01542402,0.012305418,0.012335219,0.007479908,0.006743398,0.012331629
DANE,0.004510652,0.000537938,0.005497199,0.000874571,0.002355797,0.021509067,0.004716982,0.008840865,0.008266662,0.005814278,0.007244644,0.005676939,0.005488013,0.010050721,0.006222619,0.009857884,0.022589129,0.024393247,0.00724235,0.005545211,0.008946818,0.017305333,0.027208422,0.009178147,0.005567742,0.013993345,0.011804044,0.035212447,0.007376402,0.00043581,0.012716008,0.025910879,0.009586363,0.007820666,0.033245959,0.007904505,0.012554846,0.010379006,0.002290468,0.000574637,0.003558531,0.004319278,0.006459037,0.011442372,0.009781099,0.010515425,1,0.014352375,0.006673446,0.015065313,0.006935649,0.007953721,0.006073019,0.003783671,0.015478533,0.007973448,0.004012486,0.001947375,0.011218448,0.012812555,0.007552445,0.004266763,0.016664514,0.006510263,0.013704067,0.01272304,0.026557361,0.005384658,0.002154862,0.009684846,0.003704065,0.005975331,0.008735414,0.080591809,0.004914297,0.014958624,0.005728336,0.016526225,0.01531548,0.017847201,0.049046599,0.002838332,0.036237286,0.010003156,0.012578896,0.007767817,0.010393702,0.008583504,0.016817655,0.0041445,0.006154667,0.006994479,0.01114364,0.007824163,0.01280141,0.016197725,0.00533425,0.004758455,0.003141209,0.015263859,0.00618981,0.005593853,0.016046181,0.007814307,0.069167764,0.054217422,0.005315193,0.003333582,0.008772043,0.006587833,0.001444837,0.001562973,0.005292016,0.011847611,0.01057577,0.005129413,0.006129675,0.01247631,0.005891198,0.013701414,0.010838579,0.049583917,0.007280795,0.001692603,0.002038155,0.004131071,0.014016745,0.011299105,0.008798498,0.005586202,0.005134461,0.009643184,0.010133293,0.010283052
