abrevParker2017,abrevGaramszegi2019,breed,synonym,w1AKC,w2AKC,w1Bell,w2Bell,w1malesAKC,w2malesAKC,w1malesBell,w2malesBell,w1femalesAKC,w2femalesAKC,w1femalesBell,w2femalesBell,wAKC,wAKCmales,wAKCfemales,wBell2012,wBellmales,wBellfemales,wFan2016,wFan2016males,wFan2016females,wSpeakman2003,wKraus2013,wGerstner2010,wHawthorne2004,wCareau2010,weightcompendia,weightpapers,weight,l1AKC,l2AKC,l1Bell,l2Bell,lAKC,lBell,lLeroy2015b,lONeill2013,lMichell1999,lcompendia,lpapers,lifespan,lsClark2017,lsBell2012,lsLeroy2015,lsOkkens1993,lsSchrack2017,lsGroppetti2015,lsBorge2011,lsNielen2000,lsOgrak2009,lsWildt1982,lsYilmaz2007,lsGroppetti2017,lsMila2015,lsThomassen2006,lsGoleman2015,lsGubbels2008,lswebsite1,lswebsite2,lscompendia,lspapers,littersize,malesperlitterGubbels2008,femalesperlitterGubbels2008,bwClark2017,bwFan2016,bwYlmaz2007,bwGroppetti2017,bwGroppetti2015,bwFan2016males,bwFan2016females,bwcompendia,bwpapers,bwpaperskg,bw,bwkg,bwkgxls,grHawthorne2004,grPosadas2014,expgr,T99Hawthorne2004,T99Posadas2014,T99,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOK,NA,Chinook,Chinook,,,25.000 ,32.000 ,24.948 ,40.823 ,,,22.680 ,29.483 ,,,29.483 ,32.885 ,26.082 ,28.500 ,,,28.500 ,32.000 ,25.000 ,,,,,,29.156 ,28.500 ,28.828 ,12.000 ,15.000 ,12.000 ,14.000 ,13.500 ,13.000 ,,,,13.250 ,,13.250 ,,,,,,,,,,,,,,,,,8.000 ,5.000 ,,,6.500 ,,,,376.000 ,,,,376.000 ,376.000 ,,376.000 ,0.376 ,376.000 ,0.376 ,2.4440,,,,,,,7741.3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPAT,NA,Cane Paratore,Cane Paratore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXH,NA,American Foxhound,American Foxhound,,,30.000 ,34.000 ,29.483 ,31.751 ,,,27.216 ,29.483 ,,,29.483 ,30.617 ,28.350 ,32.000 ,,,,,,,,,,,30.322 ,,30.322 ,11.000 ,13.000 ,11.000 ,14.000 ,12.000 ,12.500 ,,,,12.250 ,,12.250 ,,,,,,,,,,7.300 ,,,,,,,,,,7.300 ,7.300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVA,NA,Havanese,Bichon Havanais,3.175 ,5.897 ,3.500 ,5.000 ,,,,,,,,,4.536 ,,,4.250 ,,,4.530 ,4.530 ,,,,,,,4.393 ,4.530 ,4.461 ,14.000 ,16.000 ,12.000 ,15.000 ,15.000 ,13.500 ,,,,14.250 ,,14.250 ,,,,,,,4.300 ,,,,,4.500 ,,,5.540 ,,,,,4.780 ,4.780 ,,,,156.000 ,,195.000 ,,156.000 ,,,175.500 ,0.176 ,175.500 ,0.176 ,0.8389,,,,,,,2484.5698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIZ,NA,Ibizan Podenco,Podenco Ibicenco,,,,,,,22.500 ,,,,20.500 ,,,,,21.500 ,22.500 ,20.500 ,,,,,,,,,21.500 ,,21.500 ,11.000 ,14.000 ,11.000 ,14.000 ,12.500 ,12.500 ,,,,12.500 ,,12.500 ,,,,,,,5.750 ,,,,,,,,,,,,,5.750 ,5.750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCA,NA,Peruvian Hairless Dog Medium,Peruvian Hairless Dog Medium,7.938 ,12.020 ,,,,,,,,,,,9.979 ,,,,,,,,,,,,,,9.979 ,,9.979 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,,,,,,,,,,,4.000 ,3.500 ,,,3.750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KERY,NA,Kerry Blue Terrier,Kerry Blue Terrier,,,15.000 ,18.000 ,14.969 ,18.144 ,,,,,,,16.556 ,16.556 ,,16.500 ,,,,,,,,17.350 ,,,16.528 ,17.350 ,16.939 ,12.000 ,15.000 ,14.000 ,,13.500 ,14.000 ,,,,13.667 ,,13.667 ,,5.720 ,,,,,4.000 ,,,,,,,,,,,,5.720 ,4.000 ,4.860 ,,,283.495 ,,,,,,,283.495 ,,,283.495 ,0.283 ,1.3778,,,,,,,5740.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVMD,NA,Levriero Meridionale,Levriero Meridionale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAAB,NA,Mastino Abruzzese,Mastino Abruzzese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALT,NA,Maltese,Maltese,3.175 ,,2.000 ,3.000 ,,,,,,,,,3.175 ,,,2.500 ,,,3.500 ,3.500 ,,,2.000 ,,,5.440 ,2.725 ,3.647 ,3.186 ,12.000 ,15.000 ,13.000 ,15.000 ,13.500 ,14.000 ,,,,13.750 ,,13.750 ,3.500 ,,,,,,2.100 ,,,,,3.000 ,5.710 ,,,,,,3.500 ,3.603 ,3.578 ,,,113.398 ,142.000 ,,110.000 ,,142.000 ,,113.398 ,126.000 ,0.126 ,121.799 ,0.122 ,0.4357,,,,,,,2506.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNTY,NA,Manchester Terrier Toy,Manchester Terrier Toy,5.443 ,5.443 ,3.000 ,5.500 ,,,,,,,,,5.443 ,,,4.250 ,,,,,,,,,,,4.847 ,,4.847 ,15.000 ,17.000 ,14.000 ,15.000 ,16.000 ,14.500 ,,,,15.250 ,,15.250 ,,,,,,,,,,,,,,,,,3.000 ,4.500 ,,,3.750 ,,,155.922 ,,,,,,,155.922 ,,,155.922 ,0.156 ,0.5847,,,,,,,3390.9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXOL,NA,Xoloitzcuintle minature,Xoloitzcuintle minature,6.804 ,13.608 ,6.000 ,10.000 ,,,,,,,,,10.206 ,,,8.000 ,,,,,,,,,,,9.103 ,,9.103 ,13.000 ,18.000 ,12.000 ,15.000 ,15.500 ,13.500 ,,,,14.500 ,,14.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEAP,NA,Neapolitan Mastiff,Neapolitan Mastiff,,,,,,,68.000 ,,,,50.000 ,,,,,59.000 ,68.000 ,50.000 ,72.570 ,72.570 ,,,,,,,59.000 ,72.570 ,65.785 ,7.000 ,9.000 ,8.000 ,10.000 ,8.000 ,9.000 ,,,,8.500 ,,8.500 ,,,,,,,7.500 ,,,,,8.000 ,,,,,,,,7.750 ,7.750 ,,,,900.000 ,,790.000 ,,900.000 ,,,845.000 ,0.845 ,845.000 ,0.845 ,6.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGSD,NA,New Guinea Singing Dog,New Guinea Singing Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEKE,NA,Pekingese,Pekingese,6.350 ,,6.000 ,,,,,,,,,,6.350 ,,,6.000 ,,,,,,,4.000 ,4.858 ,,5.440 ,6.175 ,4.766 ,5.471 ,12.000 ,14.000 ,12.000 ,13.000 ,13.000 ,12.500 ,,,13.300 ,12.750 ,13.300 ,13.025 ,3.000 ,,,,,,3.100 ,,,,,,,,,,,,3.000 ,3.100 ,3.050 ,,,141.748 ,,,,,,,141.748 ,,,141.748 ,0.142 ,0.4323,,,,,,,4380.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATT,NA,Rat Terrier standard,Rat Terrier standard,4.536 ,11.340 ,,,,,,,,,,,7.938 ,,,,,,10.750 ,10.750 ,,,,,,,7.938 ,10.750 ,9.344 ,12.000 ,18.000 ,,,15.000 ,,,,,15.000 ,,15.000 ,,,,,,,,,,,,,,,,,6.000 ,3.000 ,,,4.500 ,,,,227.000 ,,,,227.000 ,,,227.000 ,0.227 ,227.000 ,0.227 ,1.0215,,,,,,,3396.8546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDB,NA,Redbone Coonhound ,Redbone Coonhound ,20.412 ,31.751 ,23.000 ,32.000 ,,,,,,,,,26.082 ,,,27.500 ,,,27.500 ,27.500 ,,,,,,,26.791 ,27.500 ,27.145 ,12.000 ,15.000 ,11.000 ,12.000 ,13.500 ,11.500 ,,,,12.500 ,,12.500 ,,,,,,,,,,,,,,,,,8.000 ,8.000 ,,,8.000 ,,,,439.000 ,,,,439.000 ,,,439.000 ,0.439 ,439.000 ,0.439 ,3.5120,,,,,,,5841.1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYFX,NA,Fox Terrier Toy,Fox Terrier Toy,,,1.500 ,3.000 ,,,,,,,,,,,,2.250 ,,,,,,,,,,,2.250 ,,2.250 ,13.000 ,15.000 ,13.000 ,14.000 ,14.000 ,13.500 ,,,,13.750 ,,13.750 ,,,,,,,,,,,,,,,,,4.000 ,,,,4.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHPG,NA,Wire Haired Pointing Griffon,Wire Haired Pointing Griffon,,,,,22.680 ,31.751 ,23.000 ,27.000 ,15.876 ,22.680 ,16.000 ,23.000 ,23.247 ,27.216 ,19.278 ,22.250 ,25.000 ,19.500 ,,,,,,,,,22.748 ,,22.748 ,12.000 ,15.000 ,10.000 ,13.000 ,13.500 ,11.500 ,,,,12.500 ,,12.500 ,,,,,,,,,,,,,,,,,7.500 ,8.000 ,,,7.750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIGO,NA,Xigou,Xigou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XOLO,NA,Xoloitzcuintle standard,Xoloitzcuintle standard,13.608 ,24.948 ,9.000 ,14.000 ,,,,,,,,,19.278 ,,,11.500 ,,,,,,,,,,,15.389 ,,15.389 ,13.000 ,18.000 ,12.000 ,15.000 ,15.500 ,13.500 ,,,,14.500 ,,14.500 ,,,,,,,4.300 ,,,,,,,,,,,,,4.300 ,4.300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Affenpinscher,Affenpinscher,3.175 ,4.536 ,3.000 ,3.500 ,,,,,,,,,3.856 ,,,3.250 ,,,4.880 ,4.880 ,,,,,,,3.553 ,4.880 ,4.216 ,12.000 ,15.000 ,14.000 ,15.000 ,13.500 ,14.500 ,,,,14.000 ,,14.000 ,3.000 ,,,,,,4.100 ,,,,,,,,,,,,3.000 ,4.100 ,3.550 ,,,113.398 ,,,,,,,113.398 ,,,113.398 ,0.113 ,0.4026,,,,,,,3300.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Alapaha Blue Blood Bulldog,Alapaha Blue Blood Bulldog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Alaskan Klee Kai Standard,Alaskan Klee Kai Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Alpine Dachsbracke,Alpenlandische Dachsbracke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800 ,,,,,,,,,,,,,5.800 ,5.800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American Bulldog,American Bulldog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American English Coonhound,American English Coonhound,20.412 ,29.483 ,,,,,,,,,,,24.948 ,,,,,,,,,,,,,,24.948 ,,24.948 ,11.000 ,12.000 ,,,11.500 ,,,,,11.500 ,,11.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American Eskimo Dog Miniature,American Eskimo Dog Miniature,11.340 ,15.876 ,4.500 ,9.000 ,,,,,,,,,13.608 ,,,6.750 ,,,,,,,,,,,10.179 ,,10.179 ,13.000 ,15.000 ,11.000 ,15.000 ,14.000 ,13.000 ,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American Eskimo Dog Toy,American Eskimo Dog Toy,2.722 ,4.536 ,2.400 ,4.500 ,,,,,,,,,3.629 ,,,3.450 ,,,,,,,,,,,3.539 ,,3.539 ,13.000 ,15.000 ,11.000 ,15.000 ,14.000 ,13.000 ,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American Leopard Hound,American Leopard Hound,20.412 ,31.751 ,,,,,,,,,,,26.082 ,,,,,,,,,,,,,,26.082 ,,26.082 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American Pit Bull Terrier,American Pit Bull Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American Shepherd Miniature,North American Shepherd,9.072 ,18.144 ,,,,,,,,,,,13.608 ,,,,,,,,,,,,,,13.608 ,,13.608 ,12.000 ,13.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,American Water Spaniel,American Water Spaniel,,,,,13.608 ,20.412 ,13.500 ,20.500 ,11.340 ,18.144 ,13.500 ,20.500 ,15.876 ,17.010 ,14.742 ,17.000 ,17.000 ,17.000 ,,,,,,,,,16.438 ,,16.438 ,10.000 ,14.000 ,11.000 ,12.000 ,12.000 ,11.500 ,,,,11.750 ,,11.750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Appenzell Cattle Dog,Appenzeller Sennenhund,21.772 ,31.751 ,,,,,,,,,,,26.762 ,,,,,,,,,,,,,,26.762 ,,26.762 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,5.500 ,,,,,,5.500 ,,,,,,,,5.500 ,5.500 ,,,,,,357.000 ,,,,,357.000 ,0.357 ,357.000 ,0.357 ,1.9635,,,,,,,7396.3384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Ariege Pointer ,Braque de L'Ariege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Ariegeois,Ariegeois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Artois Hound,Chien D'Artois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Atlas Mountain Dog,Aidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Australian Stumpy Tail Cattle Dog ,Australian Stumpy Tail Cattle Dog ,,,,,17.236 ,20.412 ,,,14.515 ,15.876 ,,,17.010 ,18.824 ,15.195 ,,,,,,,,,,,,17.010 ,,17.010 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Austrian Black and Tan Hound,Brandlbracke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Austrian Pinscher,Austrian Pinscher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Auvergne Pointer,Braque D'Auvergne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Barak Hound,Bosanski Ostrodlaki Gonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.000 ,,,,,,,,3.000 ,3.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Basset Fauve de Bretagne,Basset Fauve de Bretagne,12.247 ,15.876 ,,,,,,,,,,,14.061 ,,,,,,,,,,,,,,14.061 ,,14.061 ,12.000 ,12.000 ,,,12.000 ,,,,,12.000 ,,12.000 ,,,,,,,5.800 ,,,,,,,,,,,,,5.800 ,5.800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Basset Griffon Vendeen Grand,Basset Griffon Vendeen Grand,18.144 ,20.412 ,,,,,,,,,,,19.278 ,,,,,,,,,,,,,,19.278 ,,19.278 ,13.000 ,15.000 ,,,14.000 ,,,,,14.000 ,,14.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bavarian Mountain Scent Hound,Bayerischer Gebirgsschweisshund,16.783 ,29.937 ,,,,,,,,,,,23.360 ,,,,,,,,,,,,,,23.360 ,,23.360 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,7.200 ,,,,,,,,,,,,,7.200 ,7.200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Beagle Harrier,Beagle Harrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Beauceron,Berger de Beauce,31.751 ,49.895 ,,,,,41.000 ,50.000 ,,,36.000 ,43.000 ,40.823 ,,,42.500 ,45.500 ,39.500 ,34.250 ,34.250 ,34.250 ,,,,,,41.941 ,34.250 ,38.096 ,10.000 ,12.000 ,10.000 ,12.000 ,11.000 ,11.000 ,,,,11.000 ,,11.000 ,,,,,,,11.000 ,,,,,6.000 ,,,,,,,,8.500 ,8.500 ,,,,473.500 ,,535.000 ,,481.000 ,466.000 ,,504.250 ,0.504 ,504.250 ,0.504 ,4.2861,,,,,,,7995.8413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Belgian Shepherd (Groenendael),Chien de Berger Belge (Groenendael),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300 ,,,,,,,,,,,,,6.300 ,6.300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Belgian Shepherd (Laekenois),Chien de Berger Belge (Laekenois),24.948 ,29.483 ,,,,,,,,,,,27.216 ,,,,,,,,,,,,,,27.216 ,,27.216 ,10.000 ,12.000 ,,,11.000 ,,,,,11.000 ,,11.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bergamasco Shepherd Dog,Cane da Pastore Bergamasco,,,,,31.751 ,38.102 ,,,25.855 ,32.205 ,,,31.978 ,34.927 ,29.030 ,,,,,,,,,,,,31.978 ,,31.978 ,13.000 ,15.000 ,,,14.000 ,,,,,14.000 ,,14.000 ,,,,,,,7.000 ,,,,,,,,,,,,,7.000 ,7.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Biewer Terrier,Biewer Terrier,1.814 ,3.629 ,,,,,,,,,,,2.722 ,,,,,,,,,,,,,,2.722 ,,2.722 ,16.000 ,16.000 ,,,16.000 ,,,,,16.000 ,,16.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Billy,Billy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
